streetname,num_of_uplifts,maintenance_suggestion,repair_priority,surface_type,length_ft,area_sy,sci_2023,sw_id,avg_width,num_of_distresses,bufferwidth_avg,num_crack_minor,num_crack_moderate,num_crack_severe,num_grass_present,num_surface_distortion_minor,num_surface_distortion_mod,num_surface_distortion_severe,num_uplift_general_minor,num_uplift_general_moderate,num_uplift_general_severe,num_uplift_tree_minor,num_uplift_tree_moderate,num_uplift_tree_severe,num_utility_hazard_present,avg_stress_lvl_Dummy
W COLFAX AVE,0,Defer Maintenance,47.82818533,Concrete,21,14.28999996,100,15761,6.125,0,,,,,,,,,,,,,,,,
W COLFAX AVE,3,Reconstruction,77.75884287,Concrete,49,34.02999878,14,15762,6.25,3,,0,0,0,0,0,0,0,0,0,2,0,0,1,0,
CHARLES MARTIN SR DR,1,Reconstruction,68.82764557,Concrete,21,11.67000008,41,15763,5,2,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
W LASALLE AVE,1,Reconstruction,88.30158379,Concrete,28,18.67000008,31,15764,6,2,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,
CUSHING ST,0,Defer Maintenance,63.996139,Concrete,17,11.81000042,100,15765,6.25,0,,,,,,,,,,,,,,,,
CHARLES MARTIN SR DR,0,Defer Maintenance,48.09362934,Concrete,10,6.67000008,100,15766,6,0,,,,,,,,,,,,,,,,
CHARLES MARTIN SR DR,2,Reconstruction,72.98787723,Concrete,41,24.48999977,28,15767,5.375,2,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
CHARLES MARTIN SR DR,0,Defer Maintenance,45.77702703,Concrete,106,63.31000137,100,15768,5.375,0,,,,,,,,,,,,,,,,
W LASALLE AVE,1,Reconstruction,88.00455637,Concrete,27,17.62000084,32,15769,5.875,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
CHARLES MARTIN SR DR,0,Defer Maintenance,47.51447876,Concrete,34,19.36000061,100,15770,5.125,0,,,,,,,,,,,,,,,,
CHARLES MARTIN SR DR,3,Reconstruction,83.02996411,Concrete,17,10.39000034,1,15771,5.5,7,,2,0,0,2,0,0,0,0,0,2,0,0,0,1,
CHARLES MARTIN SR DR,0,Reconstruction,66.99366873,Concrete,23,11.81999969,46,15772,4.625,2,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
W WASHINGTON ST,7,Reconstruction,70.42853982,Concrete,286,282.0299988,47,15773,8.875,18,,0,2,2,0,6,1,0,0,2,0,0,2,3,0,
W WASHINGTON ST,0,Defer Maintenance,56.29826255,Concrete,114,112.4199982,100,15774,8.875,0,,,,,,,,,,,,,,,,
SCENIC DR,0,Defer Maintenance,64.21332046,Concrete,8,4.88999987,100,15775,5.5,0,,,,,,,,,,,,,,,,
ROWANTREE PL,6,Reconstruction,96.63560196,Concrete,57,34.04000092,5,15776,5.375,9,,3,0,0,0,0,0,0,2,2,2,0,0,0,0,
ROWANTREE PL,2,Reconstruction,96.23112047,Concrete,25,14.93000031,9,15777,5.375,2,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
MAYFAIR PL,0,Defer Maintenance,66.8782641,Concrete,158,96.55999756,82,15778,5.5,4,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
MAYFAIR PL,0,Defer Maintenance,63.48938224,Concrete,38,23.21999931,100,15779,5.5,0,,,,,,,,,,,,,,,,
LINDEN AVE,4,Reconstruction,68.31733902,Concrete,122,79.63999939,35,15780,5.875,8,,3,0,0,0,1,0,0,1,1,2,0,0,0,0,
LINDEN AVE,6,Reconstruction,71.68861782,Concrete,142,84.80999756,23,15781,5.375,20,,10,2,0,0,1,1,0,0,4,2,0,0,0,0,
S LIBERTY ST,12,Reconstruction,84.09166723,Concrete,223,120.7900009,28,15782,4.875,18,,4,1,0,0,0,1,0,4,7,1,0,0,0,0,
S LIBERTY ST,5,Reconstruction,80.56332241,Concrete,137,74.20999908,45,15783,4.875,5,,0,0,0,0,0,0,0,3,1,1,0,0,0,0,
S LIBERTY ST,1,Defer Maintenance,71.2815834,Concrete,128,69.33000183,72,15784,4.875,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
S LIBERTY ST,0,Defer Maintenance,63.46525097,Concrete,39,21.12000084,100,15785,4.875,0,,,,,,,,,,,,,,,,
S GRANT ST,7,Reconstruction,96.20563979,Concrete,63,34.11999893,6,15786,4.875,7,,0,0,0,0,0,0,0,2,4,1,0,0,0,0,
S GRANT ST,6,Reconstruction,95.34394056,Concrete,41,22.20999908,10,15787,4.875,6,,0,0,0,0,0,0,0,5,1,0,0,0,0,0,
S GRANT ST,2,Defer Maintenance,63.44111969,Concrete,40,21.67000008,100,15788,4.875,0,,,,,,,,,,,,,,,,
S GRANT ST,6,Reconstruction,94.29664326,Concrete,40,21.67000008,13,15789,4.875,6,,0,0,0,0,0,0,0,6,0,0,0,0,0,0,
GRACE ST,0,Reconstruction,98.27077843,Concrete,38,21.63999939,1,15790,5.125,16,,2,6,0,0,2,6,0,0,0,0,0,0,0,0,
GRACE ST,1,Reconstruction,81.69181506,Concrete,37,21.06999969,49,15791,5.125,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
DUNHAM ST,1,Defer Maintenance,76.55447954,Concrete,56,41.22000122,62,15792,6.625,2,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
WEBSTER ST,10,Reconstruction,93.72622127,Concrete,142,112.4199982,7,15793,7.125,13,,3,0,0,0,0,0,0,1,2,7,0,0,0,0,
SUNNYMEDE AVE,4,Reconstruction,82.88737685,Concrete,128,78.22000122,39,15794,5.5,6,,2,0,0,0,0,0,0,0,0,1,0,1,2,0,
SUNNYMEDE AVE,3,Reconstruction,93.63764673,Concrete,54,33,14,15795,5.5,5,,0,0,1,0,0,0,1,0,0,0,0,2,1,0,
ROBERTS ST,7,Reconstruction,87.8794263,Concrete,146,87.19000244,23,15796,5.375,14,,0,0,3,0,1,0,3,1,1,2,0,1,2,0,
ROBERTS ST,4,Reconstruction,96.96513669,Concrete,36,21.5,6,15797,5.375,4,,0,0,0,0,0,0,0,0,2,0,0,0,2,0,
HILDRETH ST,14,Reconstruction,92.26322175,Concrete,186,103.3300018,5,15798,5,44,,2,9,5,0,0,9,5,0,4,2,0,4,4,0,
OAK PARK CT,11,Reconstruction,86.55766463,Concrete,264,161.3300018,15,15799,5.5,51,,3,16,0,0,5,16,0,9,2,0,0,0,0,0,
OAK PARK CT,3,Reconstruction,85.07061893,Concrete,42,25.67000008,39,15800,5.5,3,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
OAK PARK CT,2,Reconstruction,83.13266487,Concrete,35,21.38999939,45,15801,5.5,2,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
RANDOLPH ST,0,Defer Maintenance,63.22393822,Concrete,49,31.98999977,100,15802,5.875,0,,,,,,,,,,,,,,,,
E BOWMAN ST,4,Defer Maintenance,72.25996372,Concrete,154,100.5299988,67,15803,5.875,6,,0,0,0,0,2,0,0,2,1,0,0,1,0,0,
E BOWMAN ST,0,Defer Maintenance,72.26613939,Concrete,28,18.28000069,76,15804,5.875,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
E DONALD ST,1,Defer Maintenance,71.74007761,Concrete,35,20.89999962,77,15805,5.375,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
E DONALD ST,2,Reconstruction,78.93864943,Concrete,46,27.46999931,56,15806,5.375,2,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
E DONALD ST,7,Reconstruction,93.38228072,Concrete,32,19.11000061,16,15807,5.375,7,,0,0,0,0,0,0,0,2,0,0,4,1,0,0,
E DONALD ST,25,Reconstruction,96.00541708,Concrete,111,69.37999725,1,15808,5.625,30,,1,1,0,0,2,1,0,15,7,2,0,0,1,0,
E DONALD ST,7,Reconstruction,97.78382512,Concrete,42,26.25,3,15809,5.625,7,,0,0,0,0,0,0,0,4,2,1,0,0,0,0,
E EWING AVE,3,Reconstruction,64.70864982,Concrete,57,34.04000092,50,15810,5.375,3,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
E EWING AVE,6,Reconstruction,80.3391143,Concrete,56,33.43999863,6,15811,5.375,6,,0,0,0,0,0,0,0,3,1,2,0,0,0,0,
E EWING AVE,10,Reconstruction,78.36510314,Concrete,77,45.99000168,9,15812,5.375,17,,4,1,0,1,0,1,0,3,2,1,2,0,2,0,
E EWING AVE,5,Reconstruction,78.75475331,Concrete,55,32.84999847,10,15813,5.375,11,,2,1,1,0,0,1,1,2,3,0,0,0,0,0,
E ALTGELD ST,9,Reconstruction,86.69351701,Concrete,99,61.88000107,30,15814,5.625,9,,0,0,0,0,0,0,0,7,1,0,1,0,0,0,
E ALTGELD ST,4,Reconstruction,94.91440388,Concrete,44,27.5,11,15815,5.625,6,,0,1,0,0,0,1,0,1,3,0,0,0,0,0,
CLYDE ST,1,Defer Maintenance,64.14092664,Concrete,11,6.57000017,100,15816,5.375,0,,,,,,,,,,,,,,,,
MARINE ST,0,Defer Maintenance,64.18918919,Concrete,9,6,100,15817,6,0,,,,,,,,,,,,,,,,
E FAIRVIEW AVE,1,Reconstruction,85.58177645,Concrete,9,6,40,15818,6,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
MARINE ST,7,Reconstruction,99.62745446,Concrete,10,6.67000008,0,15819,6,7,,0,0,0,0,0,0,0,3,2,2,0,0,0,0,
MARINE ST,1,Defer Maintenance,64.18918919,Concrete,9,6,100,15820,6,0,,,,,,,,,,,,,,,,
E IRVINGTON ST,1,Reconstruction,94.47436371,Concrete,9,6,15,15821,6,2,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
PIEDMONT WAY,17,Defer Maintenance,65.19240588,Concrete,454,290.0599976,64,15822,5.75,31,,8,2,0,0,2,2,0,13,0,0,4,0,0,0,
PIEDMONT WAY,1,Defer Maintenance,71.80764518,Concrete,47,30.03000069,76,15823,5.75,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
TRENT WAY,1,Defer Maintenance,70.22768495,Concrete,108,69,76,15824,5.75,4,,1,1,0,0,0,1,0,1,0,0,0,0,0,0,
S GERTRUDE ST,15,Reconstruction,74.93093714,Concrete,160,106.6699982,27,15825,6,27,,6,0,0,0,6,0,0,4,0,0,8,3,0,0,
S GERTRUDE ST,5,Reconstruction,77.06471315,Concrete,57,38,30,15826,6,7,,1,0,0,0,1,0,0,1,0,0,3,1,0,0,
KEMBLE AVE,4,Reconstruction,85.36764634,Concrete,43,25.07999992,38,15827,5.25,4,,0,0,0,0,0,0,0,3,0,0,1,0,0,0,
KEMBLE AVE,5,Reconstruction,93.16467376,Concrete,44,25.67000008,16,15828,5.25,5,,0,0,0,0,0,0,0,4,1,0,0,0,0,0,
DANBURY DR,12,Reconstruction,83.02371551,Concrete,245,159.9299927,29,15829,5.875,23,,4,1,2,0,1,1,2,6,4,2,0,0,0,0,
DANBURY DR,1,Defer Maintenance,72.52675715,Concrete,32,20.88999939,75,15830,5.875,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
YORK RD,23,Reconstruction,58.90067154,Concrete,540,322.5,45,15831,5.375,39,,9,1,0,0,5,1,0,12,10,0,0,1,0,0,
YORK RD,0,Defer Maintenance,52.50965251,Concrete,49,29.26000023,100,15832,5.375,0,,,,,,,,,,,,,,,,
SUTHERLAND LN,15,Reconstruction,88.55900431,Concrete,211,105.5,16,15833,4.5,21,,4,1,0,0,1,0,0,3,8,3,0,1,0,0,
SUTHERLAND LN,1,Reconstruction,93.05764518,Concrete,10,5,19,15834,4.5,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
BROOKTON DR,4,Reconstruction,84.2071448,Concrete,60,37.5,40,15835,5.625,5,,0,0,0,0,1,0,0,4,0,0,0,0,0,0,
BROOKTON DR,1,Defer Maintenance,70.54316641,Concrete,55,34.38000107,79,15836,5.625,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
TERI ST,23,Reconstruction,80.62875038,Concrete,403,240.6799927,21,15837,5.375,63,,5,12,3,0,5,12,3,18,5,0,0,0,0,0,
TERI ST,2,Reconstruction,77.30517491,Concrete,53,31.64999962,60,15838,5.375,3,,1,0,0,0,0,0,0,2,0,0,0,0,0,0,
W DONMOYER AVE,0,Defer Maintenance,53.42664093,Concrete,11,6.57000017,100,15839,5.375,0,,,,,,,,,,,,,,,,
W DONMOYER AVE,0,Defer Maintenance,53.42664093,Concrete,11,6.11000013,100,15840,5,0,,,,,,,,,,,,,,,,
WHITCOMB AVE,6,Reconstruction,93.44977534,Concrete,72,43,12,15841,5.375,18,,6,2,1,0,0,2,1,4,2,0,0,0,0,0,
WHITCOMB AVE,2,Reconstruction,79.6577614,Concrete,31,18.51000023,55,15842,5.375,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
RYER ST,0,Defer Maintenance,64.02027027,Concrete,16,10.43999958,100,15843,5.875,0,,,,,,,,,,,,,,,,
RYER ST,0,Defer Maintenance,64.26158301,Concrete,6,3.5,100,15844,5.25,0,,,,,,,,,,,,,,,,
ELWOOD AVE,2,Reconstruction,93.40293514,Concrete,9,4.61999989,18,15845,4.625,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
N KENMORE ST,0,Defer Maintenance,64.16505792,Concrete,10,5.42000008,100,15846,4.875,0,,,,,,,,,,,,,,,,
N KENMORE ST,0,Defer Maintenance,64.18918919,Concrete,9,5.25,100,15847,5.25,0,,,,,,,,,,,,,,,,
N KENMORE ST,0,Defer Maintenance,64.06853282,Concrete,14,9.14000034,100,15848,5.875,0,,,,,,,,,,,,,,,,
N WELLINGTON ST,0,Defer Maintenance,64.16505792,Concrete,10,5.55999994,100,15849,5,0,,,,,,,,,,,,,,,,
N WELLINGTON ST,2,Reconstruction,93.37880387,Concrete,10,5.42000008,18,15850,4.875,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
N ILLINOIS ST,1,Reconstruction,80.05571467,Concrete,16,10,55,15851,5.625,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
N ILLINOIS ST,0,Defer Maintenance,64.26158301,Concrete,6,3.32999992,100,15852,5,0,,,,,,,,,,,,,,,,
W BULLA ST,0,Defer Maintenance,64.18918919,Concrete,9,5.61999989,100,15853,5.625,0,,,,,,,,,,,,,,,,
N ILLINOIS ST,1,Reconstruction,87.39162201,Concrete,8,5.32999992,35,15854,6,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
N CHICAGO ST,39,Reconstruction,64.00712876,Concrete,707,441.8800049,47,15855,5.625,63,,17,0,0,1,6,0,0,39,0,0,0,0,0,0,
UNDEFINED,0,Defer Maintenance,63.53764479,Concrete,36,22.5,100,15856,5.625,0,,,,,,,,,,,,,,,,
N MEADE ST,13,Reconstruction,85.67928625,Concrete,182,101.1100006,23,15857,5,51,,16,5,1,6,10,0,0,13,0,0,0,0,0,0,
N MEADE ST,8,Reconstruction,95.74977145,Concrete,36,20,9,15858,5,8,,0,0,0,0,0,0,0,7,1,0,0,0,0,0,
N MEADE ST,3,Reconstruction,87.47409383,Concrete,46,25.55999947,32,15859,5,3,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,
N MEADE ST,4,Reconstruction,89.27691275,Concrete,29,16.11000061,28,15860,5,4,,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
N ELMER ST,8,Reconstruction,92.37834677,Concrete,72,41,15,15861,5.125,18,,5,0,0,0,5,0,0,7,1,0,0,0,0,0,
N ELMER ST,3,Reconstruction,85.85729846,Concrete,39,22.20999908,37,15862,5.125,3,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
OXFORD LN,22,Reconstruction,88.80152057,Concrete,220,122.2200012,13,15863,5,38,,6,5,0,0,0,5,0,10,11,0,1,0,0,0,
OXFORD LN,4,Reconstruction,90.96170118,Concrete,45,25,22,15864,5,6,,2,0,0,0,0,0,0,3,1,0,0,0,0,0,
CULVER PL,0,Defer Maintenance,64.14092664,Concrete,11,7.78999996,100,15865,6.375,0,,,,,,,,,,,,,,,,
SHERMAN AVE,0,Defer Maintenance,63.996139,Concrete,17,10.61999989,100,15866,5.625,0,,,,,,,,,,,,,,,,
SHERMAN AVE,1,Defer Maintenance,75.21980734,Concrete,24,14.32999992,68,15867,5.375,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
SHERMAN AVE,2,Reconstruction,98.4709282,Concrete,18,11,3,15868,5.5,4,,0,1,0,0,1,0,0,0,0,2,0,0,0,0,
SHERMAN AVE,0,Defer Maintenance,64.11679537,Concrete,12,7.17000008,100,15869,5.375,0,,,,,,,,,,,,,,,,
BEALE ST,0,Defer Maintenance,63.97200772,Concrete,18,11,100,15870,5.5,0,,,,,,,,,,,,,,,,
BEALE ST,3,Reconstruction,99.62660348,Concrete,16,9.10999966,0,15871,5.125,3,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,
W BRYAN ST,0,Defer Maintenance,73.42224016,Concrete,23,13.10000038,73,15872,5.125,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
SHERMAN AVE,2,Reconstruction,89.33220194,Concrete,43,25.68000031,27,15873,5.375,3,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,
SHERMAN AVE,1,Defer Maintenance,63.130039,Concrete,155,92.56999969,93,15874,5.375,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
SHERMAN AVE,1,Defer Maintenance,73.31343668,Concrete,29,18.93000031,73,15875,5.875,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
SHERMAN AVE,2,Reconstruction,79.87494286,Concrete,22,14.35999966,55,15876,5.875,2,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,
LINCOLN WAY E,3,Reconstruction,52.38770752,Concrete,376,193.2200012,42,15877,4.625,62,,37,2,0,0,20,0,0,3,0,0,0,0,0,0,
LINCOLN WAY E,1,Defer Maintenance,52.29027066,Concrete,27,19.87999916,72,15878,6.625,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
LINCOLN WAY E,6,Defer Maintenance,36.16986229,Concrete,662,340.1900024,70,15879,4.625,43,,19,1,0,0,17,0,0,6,0,0,0,0,0,0,
LINCOLN WAY E,4,Defer Maintenance,53.01151007,Concrete,145,106.7399979,61,15880,6.625,11,,2,0,0,0,5,0,0,3,0,0,1,0,0,0,
LINCOLN WAY E,0,Defer Maintenance,47.75579151,Concrete,24,12.32999992,100,15881,4.625,0,,,,,,,,,,,,,,,,
LINCOLN WAY E,0,Defer Maintenance,42.56756757,Concrete,17,12.51000023,100,15882,6.625,0,,,,,,,,,,,,,,,,
LINCOLN WAY E,0,Defer Maintenance,42.66409266,Concrete,13,6.67999983,100,15883,4.625,0,,,,,,,,,,,,,,,,
LINCOLN WAY E,1,Reconstruction,67.19857182,Concrete,16,8.22000027,31,15884,4.625,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
LINCOLN WAY E,0,Defer Maintenance,42.56756757,Concrete,17,8.73999977,100,15885,4.625,0,,,,,,,,,,,,,,,,
LINCOLN WAY E,2,Reconstruction,73.02166101,Concrete,10,8.32999992,15,15886,7.5,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
LINCOLN WAY E,4,Reconstruction,61.68208961,Concrete,95,79.16999817,40,15887,7.5,12,,2,0,0,0,6,0,0,4,0,0,0,0,0,0,
LINCOLN WAY E,0,Defer Maintenance,42.08494208,Concrete,37,30.82999992,100,15888,7.5,0,,,,,,,,,,,,,,,,
SOLOMON AVE,0,Defer Maintenance,63.996139,Concrete,17,9.68000031,100,15889,5.125,0,,,,,,,,,,,,,,,,
SOLOMON AVE,0,Defer Maintenance,64.16505792,Concrete,10,5.96999979,100,15890,5.375,0,,,,,,,,,,,,,,,,
CHIMES BLVD,0,Defer Maintenance,63.996139,Concrete,17,9.21000004,100,15891,4.875,0,,,,,,,,,,,,,,,,
SOLOMON AVE,1,Reconstruction,85.58177645,Concrete,9,4.88000011,40,15892,4.875,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
SOLOMON AVE,1,Reconstruction,85.22463359,Concrete,9,4.75,41,15893,4.75,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
SOLOMON AVE,0,Defer Maintenance,64.06853282,Concrete,14,7.57999992,100,15894,4.875,0,,,,,,,,,,,,,,,,
UNION AVE,1,Reconstruction,84.86749074,Concrete,9,5.11999989,42,15895,5.125,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
UNION AVE,1,Reconstruction,78.96015483,Concrete,17,10.61999989,58,15896,5.625,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
ROCKNE DR,8,Reconstruction,69.27946568,Concrete,159,90.54000092,44,15897,5.125,16,,2,3,0,0,0,3,0,4,1,0,1,2,0,0,
ROCKNE DR,2,Defer Maintenance,65.4589197,Concrete,57,32.45999908,63,15898,5.125,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
N IRONWOOD DR,0,Defer Maintenance,42.66409266,Concrete,13,8.31000042,100,15899,5.75,0,,,,,,,,,,,,,,,,
N IRONWOOD DR,14,Reconstruction,67.96800084,Concrete,160,95.55999756,17,15900,5.375,22,,3,2,0,0,3,0,0,8,5,1,0,0,0,0,
N IRONWOOD DR,1,Reconstruction,56.71594633,Concrete,36,19.5,59,15901,4.875,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
DORWOOD DR,5,Reconstruction,91.45440466,Concrete,66,41.25,19,15902,5.625,8,,2,0,0,0,1,0,0,0,0,0,2,3,0,0,
DORWOOD DR,0,Defer Maintenance,63.92374517,Concrete,20,12.5,100,15903,5.625,0,,,,,,,,,,,,,,,,
DORWOOD DR,0,Defer Maintenance,63.996139,Concrete,17,10.61999989,100,15904,5.625,0,,,,,,,,,,,,,,,,
DORWOOD DR,0,Defer Maintenance,64.23745174,Concrete,7,4.38000011,100,15905,5.625,0,,,,,,,,,,,,,,,,
DORWOOD DR,7,Reconstruction,79.2224016,Concrete,185,100.2099991,44,15906,4.875,20,,11,1,0,0,1,0,0,4,3,0,0,0,0,0,
DORWOOD DR,4,Reconstruction,98.65915214,Concrete,25,13.53999996,2,15907,4.875,4,,0,0,0,0,0,0,0,0,2,2,0,0,0,0,
CORBY BLVD,1,Reconstruction,74.86749074,Concrete,9,5.61999989,40,15908,5.625,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
CHAMBERLIN DR,21,Reconstruction,87.49325297,Concrete,190,100.2799988,20,15909,4.75,25,,2,1,0,0,0,1,0,15,1,1,3,0,0,1,
CHAMBERLIN DR,8,Reconstruction,89.17158612,Concrete,57,30.07999992,26,15910,4.75,8,,0,0,0,0,0,0,0,5,0,0,3,0,0,0,
S 26TH ST,1,Reconstruction,79.67309114,Concrete,54,27,38,15911,4.5,6,,0,1,0,3,0,1,0,0,0,0,0,0,1,0,
S 26TH ST,2,Reconstruction,87.64301275,Concrete,39,19.5,17,15912,4.5,3,,0,0,0,1,0,0,0,0,1,1,0,0,0,0,
S 25TH ST,1,Reconstruction,83.00938263,Concrete,12,7.17000008,47,15913,5.375,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
S 25TH ST,7,Reconstruction,94.88097264,Concrete,100,52.77999878,6,15914,4.75,19,,0,2,4,0,0,2,4,3,3,1,0,0,0,0,
S 25TH ST,6,Reconstruction,97.04143285,Concrete,52,31.78000069,4,15915,5.5,11,,1,2,0,0,0,2,0,3,1,2,0,0,0,0,
S 25TH ST,3,Reconstruction,95.42776178,Concrete,42,25.67000008,10,15916,5.5,3,,0,0,0,0,0,0,0,0,0,1,0,0,2,0,
S 25TH ST,3,Reconstruction,94.82930619,Concrete,52,31.78000069,11,15917,5.5,3,,0,0,0,0,0,0,0,0,1,2,0,0,0,0,
S 25TH ST,1,Reconstruction,98.56780584,Concrete,39,23.82999992,0,15918,5.5,17,,0,2,6,0,0,2,6,0,0,1,0,0,0,0,
S 24TH ST,3,Reconstruction,93.84595373,Concrete,97,59.27999878,9,15919,5.5,20,,2,5,2,0,1,5,2,2,0,0,1,0,0,0,
S 24TH ST,1,Reconstruction,91.78436488,Concrete,42,37.33000183,20,15920,8,5,,0,1,1,0,0,1,1,1,0,0,0,0,0,0,
WALL ST,7,Reconstruction,86.23672476,Concrete,106,63.31000137,15,15921,5.375,17,,1,1,0,5,2,1,0,0,1,2,0,1,3,0,
WALL ST,0,Defer Maintenance,58.18050193,Concrete,36,21.5,100,15922,5.375,0,,,,,,,,,,,,,,,,
S IRONWOOD DR,0,Defer Maintenance,42.73648649,Concrete,10,6.11000013,100,15923,5.5,0,,,,,,,,,,,,,,,,
S IRONWOOD DR,1,Reconstruction,66.34432471,Concrete,7,3.99000001,34,15924,5.125,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
S IRONWOOD DR,0,Defer Maintenance,42.71235521,Concrete,11,6.71999979,100,15925,5.5,0,,,,,,,,,,,,,,,,
S IRONWOOD DR,1,Defer Maintenance,42.80888031,Concrete,7,4.28000021,100,15926,5.5,0,,,,,,,,,,,,,,,,
S IRONWOOD DR,0,Defer Maintenance,42.85714286,Concrete,5,3.05999994,100,15927,5.5,0,,,,,,,,,,,,,,,,
WALL ST,0,Defer Maintenance,58.66312741,Concrete,16,8.89000034,100,15928,5,0,,,,,,,,,,,,,,,,
WALL ST,5,Reconstruction,91.88614172,Concrete,20,14.43999958,6,15929,6.5,7,,1,0,0,0,1,0,0,4,1,0,0,0,0,0,
WALL ST,1,Reconstruction,85.00787761,Concrete,15,8.96000004,26,15930,5.375,3,,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
S IRONWOOD DR,1,Defer Maintenance,54.17251004,Concrete,23,14.06000042,67,15931,5.5,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
S IRONWOOD DR,1,Reconstruction,68.29413166,Concrete,15,8.96000004,28,15932,5.375,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
S IRONWOOD DR,1,Defer Maintenance,53.79123591,Concrete,24,14.67000008,68,15933,5.5,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
MISHAWAKA AVE,0,Defer Maintenance,53.18532819,Concrete,21,15.17000008,100,15934,6.5,0,,,,,,,,,,,,,,,,
MISHAWAKA AVE,0,Defer Maintenance,57.33853321,Concrete,25,14.93000031,88,15935,5.375,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
MISHAWAKA AVE,0,Defer Maintenance,53.37837838,Concrete,13,7.57999992,100,15936,5.25,0,,,,,,,,,,,,,,,,
MISHAWAKA AVE,0,Defer Maintenance,61.17540579,Concrete,14,9.14000034,78,15937,5.875,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
MISHAWAKA AVE,0,Defer Maintenance,52.94401544,Concrete,31,21.53000069,100,15938,6.25,0,,,,,,,,,,,,,,,,
MISHAWAKA AVE,0,Defer Maintenance,53.4507722,Concrete,10,5,100,15939,4.5,0,,,,,,,,,,,,,,,,
MISHAWAKA AVE,0,Defer Maintenance,53.3542471,Concrete,14,7.78000021,100,15940,5,0,,,,,,,,,,,,,,,,
MISHAWAKA AVE,0,Defer Maintenance,53.16119691,Concrete,22,12.52999973,100,15941,5.125,0,,,,,,,,,,,,,,,,
NORTON DR,3,Reconstruction,93.85922897,Concrete,33,20.62000084,15,15942,5.625,3,,0,0,0,0,0,0,0,0,0,2,0,1,0,0,
NORTON DR,1,Reconstruction,90.97050271,Concrete,21,13.11999989,24,15943,5.625,2,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,
DE LUNA WAY,2,Defer Maintenance,67.19637143,Concrete,133,86.81999969,83,15944,5.875,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
