streetname,num_of_uplifts,maintenance_suggestion,repair_priority,surface_type,length_ft,area_sy,sci_2023,sw_id,avg_width,num_of_distresses,bufferwidth_avg,num_crack_minor,num_crack_moderate,num_crack_severe,num_grass_present,num_surface_distortion_minor,num_surface_distortion_mod,num_surface_distortion_severe,num_uplift_general_minor,num_uplift_general_moderate,num_uplift_general_severe,num_uplift_tree_minor,num_uplift_tree_moderate,num_uplift_tree_severe,num_utility_hazard_present,avg_stress_lvl_Dummy
KEPESS CT,24,Reconstruction,70.28453021,Concrete,536,275.4400024,44,1165,4.625,33,,7,0,0,0,2,0,0,10,3,3,2,1,5,0,
CORPUS CHRISTI DR,18,Reconstruction,71.65263365,Concrete,512,305.7799988,43,1166,5.375,21,,2,0,0,0,1,0,0,8,6,4,0,0,0,0,
OAKBROOK DR,4,Reconstruction,79.75733785,Concrete,126,75.25,48,1167,5.375,5,,0,0,0,1,0,0,0,1,3,0,0,0,0,0,
N SCOTT ST,7,Reconstruction,81.60486953,Concrete,187,150.6399994,38,1168,7.25,12,,1,1,1,0,0,1,1,1,4,1,0,0,1,0,
N SCOTT ST,3,Reconstruction,93.3906446,Concrete,176,129.5599976,0,1169,6.625,69,,1,6,26,0,2,5,26,0,0,0,1,0,2,0,
ARDMORE TRL,4,Reconstruction,74.40437694,Concrete,568,157.7799988,0,1170,2.5,36,,14,0,0,12,6,0,0,4,0,0,0,0,0,0,
ARDMORE TRL,2,Defer Maintenance,57.39729924,Concrete,135,76.87999725,80,1171,5.125,5,,3,0,0,0,0,0,0,2,0,0,0,0,0,0,
RYER ST,4,Reconstruction,75.34699192,Concrete,140,85.55999756,59,1172,5.5,9,,3,0,1,0,0,0,1,4,0,0,0,0,0,0,
HUMBOLDT ST,3,Reconstruction,75.2745981,Concrete,143,85.40000153,59,1173,5.375,9,,4,1,0,0,0,1,0,1,2,0,0,0,0,0,
HUMBOLDT ST,2,Defer Maintenance,74.93285792,Concrete,138,74.75,61,1174,4.875,2,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
WILBER ST,17,Reconstruction,74.36406495,Concrete,330,197.0800018,17,1175,5.375,28,,7,2,0,0,2,0,0,1,7,9,0,0,0,0,
VASSAR AVE,17,Reconstruction,94.68429972,Concrete,142,80.86000061,2,1176,5.125,36,,1,7,5,0,4,1,1,3,1,1,0,0,12,0,
VASSAR AVE,11,Reconstruction,85.85452671,Concrete,141,78.33000183,28,1177,5,24,,7,0,0,0,6,0,0,10,1,0,0,0,0,0,
VASSAR AVE,27,Reconstruction,92.90376424,Concrete,152,88.66999817,5,1178,5.25,49,,14,0,0,2,6,0,0,21,3,1,0,1,0,1,
KING ST,19,Reconstruction,77.04121403,Concrete,432,342,31,1179,7.125,44,,13,4,2,1,5,0,0,2,5,6,0,1,5,0,
KESSLER BLVD,4,Reconstruction,82.27394406,Concrete,140,70,39,1180,4.5,15,,6,0,4,0,1,0,0,1,2,0,0,0,1,0,
MCCARTNEY ST,0,Defer Maintenance,59.48359073,Concrete,204,121.8300018,100,1181,5.375,0,,,,,,,,,,,,,,,,
LONGLEY AVE,62,Reconstruction,80.39671328,Concrete,540,345,0,1182,5.75,186,,25,26,3,41,23,5,1,13,19,24,1,1,4,0,
PORTSMOUTH CT,7,Defer Maintenance,51.39499431,Concrete,783,445.8800049,80,1183,5.125,35,,17,1,0,0,10,0,0,7,0,0,0,0,0,0,
BOSTON DR,3,Defer Maintenance,65.72038843,Concrete,203,118.4199982,82,1184,5.25,6,,2,0,0,0,1,0,0,3,0,0,0,0,0,0,
LINDEN AVE,0,Reconstruction,61.93433133,Asphalt,120,70,52,1185,5.25,18,,7,1,0,8,1,0,1,0,0,0,0,0,0,0,
LINDEN AVE,12,Reconstruction,54.78182167,Concrete,298,177.9700012,60,1186,5.375,18,,5,0,0,0,1,0,0,7,1,0,2,1,1,0,
LINDEN AVE,7,Reconstruction,74.48131741,Concrete,127,70.55999756,17,1187,5,12,,1,0,0,0,4,0,0,1,3,3,0,0,0,0,
RIDGEWAY ST,25,Reconstruction,67.54711981,Concrete,639,417.1199951,44,1188,5.875,40,,12,0,0,0,3,0,0,16,4,4,0,0,0,1,
LINDEN AVE,4,Reconstruction,69.47521469,Concrete,77,44.91999817,35,1189,5.25,6,,2,0,0,0,0,0,0,2,2,0,0,0,0,0,
W COLFAX AVE,9,Defer Maintenance,48.07502942,Concrete,490,279.0299988,65,1190,5.125,26,,8,1,0,1,6,1,0,4,5,0,0,0,0,0,
LINDEN AVE,1,Defer Maintenance,50.55061854,Concrete,142,74.94000244,84,1191,4.75,2,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
W COLFAX AVE,3,Defer Maintenance,48.62124719,Concrete,343,223.8999939,73,1192,5.875,30,,11,0,0,13,2,0,1,3,0,0,0,0,0,0,
N MEADE ST,12,Reconstruction,80.0020545,Concrete,240,123.3300018,38,1193,4.625,21,,5,0,0,0,4,0,0,3,5,1,1,2,0,0,
PORTAGE RD,1,Defer Maintenance,41.46760696,Concrete,326,185.6399994,97,1194,5.125,2,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
PORTAGE RD,1,Reconstruction,68.68590928,Concrete,52,29.61000061,39,1195,5.125,5,,2,0,0,0,2,0,0,0,0,1,0,0,0,0,
PORTAGE RD,5,Defer Maintenance,50.91471509,Concrete,334,194.8300018,69,1196,5.25,12,,5,0,0,0,2,0,0,2,2,1,0,0,0,0,
LATHROP ST,6,Reconstruction,78.38930735,Concrete,122,74.55999756,22,1197,5.5,6,,0,0,0,0,0,0,0,2,1,3,0,0,0,0,
HUEY ST,1,Reconstruction,83.74070004,Concrete,97,52.54000092,38,1198,4.875,13,,4,4,1,0,3,0,0,0,1,0,0,0,0,0,
HUEY ST,4,Reconstruction,82.18004483,Concrete,98,50.36000061,42,1199,4.625,16,,9,0,0,0,3,0,0,0,2,0,2,0,0,0,
W COLFAX AVE,5,Reconstruction,64.47776762,Concrete,207,117.8799973,39,1200,5.125,18,,3,2,2,2,0,2,2,0,5,0,0,0,0,0,
N OLIVE ST,21,Reconstruction,67.63136652,Concrete,341,179.9700012,19,1201,4.75,39,,10,0,1,0,6,0,1,6,10,4,0,0,0,1,
W WASHINGTON ST,0,Reconstruction,89.7659935,Concrete,84,46.66999817,6,1202,5,23,,7,4,0,1,3,8,0,0,0,0,0,0,0,0,
N BENDIX DR,8,Reconstruction,75.42676493,Concrete,326,181.1100006,0,1203,5,21,,2,4,1,1,2,2,1,8,0,0,0,0,0,0,
W WASHINGTON ST,5,Reconstruction,72.50602978,Concrete,305,182.1499939,40,1204,5.375,17,,5,1,0,5,1,0,0,1,1,2,0,0,1,0,
LINDEN AVE,0,Reconstruction,75.64309542,Asphalt,101,58.91999817,15,1205,5.25,17,,3,0,0,9,0,0,5,0,0,0,0,0,0,0,
S BENDIX DR,5,Reconstruction,78.42479309,Concrete,153,91.37999725,49,1206,5.375,14,,5,0,0,0,4,0,0,4,0,1,0,0,0,0,
COUNCIL OAK DR,25,Reconstruction,58.45970746,Concrete,835,487.0799866,56,1207,5.25,42,,13,0,0,0,4,0,0,14,6,3,0,0,2,0,
TOMAHAWK TRL,12,Reconstruction,89.74016028,Concrete,171,106.8799973,16,1208,5.625,15,,3,0,0,0,0,0,0,4,5,3,0,0,0,0,
CREEKVIEW DR,10,Reconstruction,88.46737841,Concrete,98,55.81000137,25,1209,5.125,10,,0,0,0,0,0,0,0,8,1,0,0,1,0,0,
CREEKVIEW DR,10,Defer Maintenance,70.27189928,Concrete,291,165.7100067,62,1210,5.125,19,,2,2,0,0,3,2,0,8,0,0,2,0,0,0,
CREEKWATER LN,17,Reconstruction,82.63981551,Concrete,218,130.1900024,32,1211,5.375,22,,1,0,1,0,2,0,1,16,1,0,0,0,0,0,
CREEKWOOD DR,50,Reconstruction,67.90319287,Concrete,729,425.25,34,1212,5.25,69,,8,1,0,0,9,1,0,30,7,3,7,0,1,2,
CREEKWOOD DR,6,Reconstruction,77.98390195,Concrete,124,68.88999939,53,1213,5,6,,0,0,0,0,0,0,0,6,0,0,0,0,0,0,
HEPLER ST,26,Reconstruction,63.54430672,Concrete,488,291.4400024,34,1214,5.375,54,,8,4,5,0,2,4,5,23,3,0,0,0,0,0,
S 26TH ST,7,Reconstruction,83.84772862,Concrete,205,122.4300003,30,1215,5.375,17,,3,2,1,0,1,2,1,0,5,2,0,0,0,0,
CRESTWOOD BLVD,60,Reconstruction,77.97906354,Concrete,304,164.6699982,4,1216,4.875,74,,14,0,0,0,0,0,0,42,14,0,2,0,2,0,
S 26TH ST,3,Reconstruction,92.28067893,Concrete,194,113.1699982,3,1217,5.25,58,,4,23,1,0,3,23,1,0,3,0,0,0,0,0,
S 26TH ST,9,Reconstruction,89.49224638,Concrete,162,96.75,17,1218,5.375,18,,1,3,1,0,0,3,1,0,8,1,0,0,0,0,
EDISON RD,1,Defer Maintenance,48.52841777,Concrete,63,43.75,80,1219,6.25,2,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
S BEND AVE,7,Defer Maintenance,48.12954057,Concrete,334,264.4200134,62,1220,7.125,10,,2,0,0,0,1,0,0,2,5,0,0,0,0,0,
S BEND AVE,7,Reconstruction,57.32093014,Concrete,147,104.1200027,49,1221,6.375,9,,1,0,0,1,0,0,0,6,1,0,0,0,0,0,
S BEND AVE,3,Reconstruction,70.91783939,Concrete,35,28.68000031,19,1222,7.375,4,,1,0,0,0,0,0,0,1,1,1,0,0,0,0,
S BEND AVE,7,Defer Maintenance,37.16386412,Concrete,525,430.2099915,80,1223,7.375,8,,1,0,0,0,0,0,0,6,0,1,0,0,0,0,
S BEND AVE,4,Reconstruction,72.32227955,Concrete,36,29,15,1224,7.25,4,,0,0,0,0,0,0,0,1,1,1,0,0,1,0,
S BEND AVE,0,Defer Maintenance,42.4469112,Concrete,22,17.71999931,100,1225,7.25,0,,,,,,,,,,,,,,,,
S BEND AVE,11,Reconstruction,46.69216761,Concrete,432,342,59,1226,7.125,14,,3,0,0,0,0,0,0,6,4,1,0,0,0,0,
S BEND AVE,11,Reconstruction,51.06212861,Concrete,282,191.9199982,57,1227,6.125,13,,2,0,0,0,0,0,0,10,1,0,0,0,0,0,
S BEND AVE,30,Reconstruction,36.30542291,Concrete,905,578.1900024,53,1228,5.75,45,,6,4,0,0,4,1,0,17,12,0,0,0,0,1,
S BEND AVE,8,Defer Maintenance,46.07135563,Concrete,403,369.4200134,63,1229,8.25,11,,1,0,0,0,2,0,0,2,5,0,0,0,0,1,
UNDEFINED,4,Reconstruction,73.89166334,Concrete,187,116.8799973,60,1230,5.625,8,,3,1,0,0,0,0,0,1,3,0,0,0,0,0,
ROCKNE DR,0,Defer Maintenance,58.71138996,Concrete,14,7.78000021,100,1231,5,0,,,,,,,,,,,,,,,,
27TH ST,4,Reconstruction,91.81552279,Concrete,57,35.61999893,19,1232,5.625,4,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,
SYLVAN LN,25,Reconstruction,80.2616754,Concrete,380,226.9400024,26,1233,5.375,39,,8,3,0,0,1,2,0,15,8,2,0,0,0,0,
MYNATT CT,27,Reconstruction,72.02666232,Concrete,505,322.6400147,39,1234,5.75,55,,17,6,0,0,2,3,0,13,6,1,1,3,2,1,
COLEMAN DR,17,Reconstruction,71.55390817,Concrete,411,256.8800049,50,1235,5.625,22,,4,1,0,0,0,0,0,8,2,0,1,2,4,0,
GARDEN LN,27,Reconstruction,69.41551258,Concrete,610,321.9400024,37,1236,4.75,77,,30,3,0,0,13,4,0,7,3,4,0,10,3,0,
PARKWAY ST,25,Reconstruction,65.0554837,Concrete,709,364.3500061,40,1237,4.625,102,,40,7,0,3,23,4,0,8,7,1,2,2,5,0,
MAYFLOWER CIR,24,Reconstruction,75.73507386,Concrete,461,268.9200134,33,1238,5.25,41,,7,4,0,1,2,3,0,7,5,1,0,3,8,0,
SYLVAN LN,12,Reconstruction,80.33151629,Concrete,247,144.0800018,36,1239,5.25,27,,6,4,0,0,2,3,0,7,3,1,0,0,1,0,
MAYFLOWER CIR,3,Defer Maintenance,70.01753012,Concrete,133,73.88999939,75,1240,5,3,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
MAYFLOWER CIR,13,Defer Maintenance,65.00602978,Concrete,453,257.9599915,66,1241,5.125,17,,4,0,0,0,0,0,0,8,3,0,2,0,0,0,
SYLVAN LN,7,Reconstruction,88.94993095,Concrete,106,55.93999863,22,1242,4.75,21,,8,0,0,5,1,0,0,2,3,1,1,0,0,0,
PRISCILLA DR,13,Reconstruction,83.71166957,Concrete,215,122.4300003,29,1243,5.125,24,,8,0,0,2,1,0,0,4,4,2,0,2,1,0,
PRISCILLA DR,0,Reconstruction,95.60810811,Concrete,187,0,0,1244,,0,,,,,,,,,,,,,,,,
EVERGREEN LN,8,Reconstruction,63.22222411,Concrete,596,298,57,1245,4.5,60,,19,1,0,12,17,3,0,4,3,1,0,0,0,0,
EVERGREEN LN,20,Reconstruction,72.73845589,Concrete,586,309.2799988,27,1246,4.75,100,,33,7,0,3,27,3,7,7,2,3,4,2,2,0,
S LOMBARDY DR,8,Reconstruction,70.3255473,Concrete,528,271.3299866,41,1247,4.625,67,,29,3,0,1,19,5,2,5,1,0,0,1,1,0,
S LOMBARDY DR,15,Reconstruction,73.78284771,Concrete,506,260.0299988,32,1248,4.625,75,,21,12,0,3,16,8,0,2,0,0,4,5,4,0,
S SHERIDAN ST,9,Defer Maintenance,45.28105336,Concrete,662,340.1900024,76,1249,4.625,28,,13,0,0,4,2,0,0,6,2,1,0,0,0,0,
S ILLINOIS ST,18,Reconstruction,61.59464565,Concrete,720,410,56,1250,5.125,32,,6,2,0,3,1,2,0,8,5,4,0,0,1,0,
S WELLINGTON ST,14,Defer Maintenance,55.55132363,Concrete,710,404.3099976,74,1251,5.125,28,,6,2,0,5,1,0,0,10,1,1,1,0,1,0,
S KENMORE ST,15,Reconstruction,83.79321747,Concrete,287,187.3500061,23,1252,5.875,33,,6,6,0,0,1,5,0,7,3,5,0,0,0,0,
S FALCON ST,22,Reconstruction,81.40592329,Concrete,374,223.3600006,23,1253,5.375,41,,8,4,0,0,4,3,0,11,5,6,0,0,0,0,
S FALCON ST,19,Reconstruction,72.08620639,Concrete,489,285.25,38,1254,5.25,74,,30,2,0,0,23,0,0,9,5,2,1,0,2,0,
VILLAGE WAY,14,Reconstruction,72.0886256,Concrete,436,248.2799988,45,1255,5.125,40,,16,0,0,0,10,0,0,8,3,3,0,0,0,0,
S SHERIDAN ST,28,Reconstruction,56.12600051,Concrete,652,407.5,45,1256,5.625,41,,11,0,0,0,2,0,0,17,6,3,0,2,0,0,
W WESTERN AVE,2,Defer Maintenance,52.98915369,Concrete,106,63.31000137,64,1257,5.375,8,,4,1,0,0,0,1,0,2,0,0,0,0,0,0,
S ILLINOIS ST,24,Reconstruction,66.2937159,Concrete,700,418.0599976,45,1258,5.375,24,,0,0,0,0,0,0,0,9,7,6,0,1,1,0,
S WELLINGTON ST,25,Reconstruction,61.65128425,Concrete,697,396.8999939,58,1259,5.125,26,,1,0,0,0,0,0,0,16,6,0,0,3,0,0,
S KENMORE ST,15,Reconstruction,84.57329586,Concrete,265,172.9900055,22,1260,5.875,36,,6,4,0,0,7,4,0,5,6,3,0,0,1,0,
DUNDEE ST,30,Reconstruction,67.0552673,Concrete,760,411.6700134,37,1261,4.875,42,,7,1,0,0,4,0,0,10,8,9,0,0,3,0,
S KALEY ST,29,Reconstruction,59.8052357,Concrete,708,403.1700134,44,1262,5.125,60,,18,2,0,7,2,2,0,14,7,4,0,1,3,0,
S MEADE ST,17,Reconstruction,84.62603211,Concrete,297,152.6199951,21,1263,4.625,23,,6,0,0,0,0,0,0,4,7,5,0,0,1,0,
S IOWA ST,1,Defer Maintenance,58.130039,Concrete,303,172.5399933,97,1264,5.125,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
S KENTUCKY ST,0,Reconstruction,84.96621622,Concrete,628,383.7799988,0,1265,5.5,0,,,,,,,,,,,,,,,,
S LIBERTY ST,17,Reconstruction,60.81612334,Concrete,712,425.2200012,56,1266,5.375,59,,21,4,0,0,17,0,0,10,4,2,1,0,0,0,
S MEADE ST,13,Reconstruction,65.99704103,Concrete,576,320,53,1267,5,36,,12,1,0,8,1,1,0,5,3,5,0,0,0,0,
S KENTUCKY ST,25,Reconstruction,77.36194723,Concrete,509,303.9899902,25,1268,5.375,43,,9,3,0,0,3,3,0,5,9,9,0,0,2,0,
S LIBERTY ST,23,Reconstruction,63.24025267,Concrete,693,375.3800049,51,1269,4.875,54,,15,1,0,8,5,1,1,14,5,3,1,0,0,0,
S KALEY ST,17,Reconstruction,77.22213172,Concrete,296,152.1100006,27,1270,4.625,21,,3,0,0,0,1,0,0,9,5,3,0,0,0,0,
S IOWA ST,1,Reconstruction,85.85949885,Concrete,588,334.8299866,0,1271,5.125,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
S BENDIX DR,33,Reconstruction,74.45029322,Concrete,591,320.1199951,26,1272,4.875,59,,13,0,0,2,11,0,0,11,8,9,0,1,4,0,
HURON ST,8,Defer Maintenance,64.67521858,Concrete,483,275.0400085,65,1273,5.125,16,,6,0,0,0,2,0,0,3,3,2,0,0,0,0,
S GLADSTONE ST,25,Reconstruction,73.56545958,Concrete,582,339.5,31,1274,5.25,40,,8,1,0,0,6,0,0,7,12,6,0,0,0,0,
FORD ST,25,Reconstruction,55.17558085,Concrete,894,509.0799866,45,1275,5.125,54,,26,0,0,0,3,0,0,6,12,7,0,0,0,0,
S EDISON AVE,18,Reconstruction,69.01245344,Concrete,587,342.4200134,42,1276,5.25,54,,16,2,0,0,16,2,0,1,14,1,0,0,2,0,
HURON ST,9,Reconstruction,75.50796028,Concrete,299,178.5700073,47,1277,5.375,17,,3,1,0,0,3,1,0,3,5,1,0,0,0,0,
HURON ST,16,Reconstruction,84.9176619,Concrete,298,186.25,18,1278,5.625,44,,12,5,0,1,5,5,0,5,5,6,0,0,0,0,
S ALBERT AVE,36,Reconstruction,76.64559486,Concrete,587,317.9599915,17,1279,4.875,90,,13,7,0,11,16,7,0,10,8,14,1,2,1,0,
FORD ST,9,Reconstruction,85.03016105,Concrete,156,88.83000183,15,1280,5.125,17,,5,1,0,0,1,1,0,1,4,4,0,0,0,0,
FORD ST,22,Reconstruction,80.33974646,Concrete,282,152.75,17,1281,4.875,43,,5,4,0,0,7,5,0,6,9,3,2,1,1,0,
FORD ST,21,Reconstruction,83.84005767,Concrete,276,164.8300018,7,1282,5.375,49,,6,10,0,0,3,9,0,2,6,11,0,1,1,0,
GREENVIEW AVE,11,Defer Maintenance,56.62757846,Concrete,695,376.4599915,72,1283,4.875,28,,16,0,0,0,1,0,0,6,5,0,0,0,0,0,
FAIRWAY ST,16,Reconstruction,73.14387345,Concrete,493,253.3500061,39,1284,4.625,32,,15,0,0,0,1,0,0,1,5,7,1,0,2,0,
JUNIPER PL,14,Reconstruction,80.21391128,Concrete,351,170.6199951,29,1285,4.375,30,,9,1,0,0,5,1,0,4,4,6,0,0,0,0,
BIRCHWOOD AVE,12,Defer Maintenance,55.71882021,Concrete,768,458.6700134,68,1286,5.375,44,,26,0,0,0,5,1,0,6,5,1,0,0,0,0,
S GLADSTONE ST,49,Reconstruction,78.21582963,Concrete,658,402.1099853,7,1287,5.5,98,,11,17,0,0,6,15,0,3,16,28,0,1,1,0,
S EDISON AVE,2,Defer Maintenance,49.26463437,Concrete,697,396.8999939,95,1288,5.125,3,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,
S ALBERT AVE,3,Defer Maintenance,51.25305136,Concrete,659,402.7200012,92,1289,5.5,3,,0,0,0,0,0,0,0,1,2,0,0,0,0,0,
S GLADSTONE ST,15,Reconstruction,68.4656643,Concrete,571,341.0100098,43,1290,5.375,70,,27,1,0,0,26,1,0,5,6,2,0,2,0,0,
S EDISON AVE,23,Reconstruction,85.45592912,Concrete,317,171.7100067,14,1291,4.875,56,,9,7,0,2,8,7,0,7,5,7,0,2,1,1,
S ALBERT AVE,4,Defer Maintenance,54.47741507,Concrete,626,399.9400024,85,1292,5.75,5,,1,0,0,0,0,0,0,1,2,1,0,0,0,0,
HURON ST,12,Reconstruction,81.07525797,Concrete,274,159.8300018,33,1293,5.25,18,,5,0,0,0,1,0,0,3,5,3,0,1,0,0,
S GLADSTONE ST,29,Reconstruction,72.26272332,Concrete,587,334.2600098,33,1294,5.125,53,,16,1,0,3,3,1,0,8,7,7,1,3,3,0,
FORD ST,17,Reconstruction,53.89569941,Concrete,759,474.3800049,57,1295,5.625,61,,32,3,0,0,9,0,0,8,8,1,0,0,0,0,
S EDISON AVE,19,Reconstruction,72.84215351,Concrete,542,316.1700134,32,1296,5.25,77,,29,8,0,0,18,3,0,6,9,4,0,0,0,0,
HURON ST,21,Reconstruction,86.31400562,Concrete,299,161.9600067,11,1297,4.875,74,,18,4,0,6,23,2,0,7,5,8,0,0,1,0,
HURON ST,19,Reconstruction,87.44101514,Concrete,275,175.6900024,14,1298,5.75,29,,6,0,0,0,4,0,0,4,5,8,0,0,2,0,
S ALBERT AVE,25,Reconstruction,73.6898724,Concrete,578,337.1700134,28,1299,5.25,69,,14,4,0,7,16,3,0,3,8,9,0,1,4,0,
HURON ST,20,Reconstruction,88.69839433,Concrete,279,162.75,9,1300,5.25,41,,3,7,0,0,4,7,0,0,8,9,0,0,3,0,
FORD ST,11,Reconstruction,78.51996878,Concrete,260,162.5,26,1301,5.625,19,,4,1,0,0,3,0,0,0,8,3,0,0,0,0,
FORD ST,24,Reconstruction,83.2421005,Concrete,255,134.5800018,11,1302,4.75,40,,9,1,0,0,5,1,0,12,7,5,0,0,0,0,
FORD ST,7,Reconstruction,79.8340595,Concrete,139,83.01000214,31,1303,5.375,14,,6,0,0,0,1,0,0,2,5,0,0,0,0,0,
GREENVIEW AVE,13,Defer Maintenance,57.46947424,Concrete,734,428.1700134,66,1304,5.25,38,,20,1,0,0,4,0,0,7,4,2,0,0,0,0,
FAIRWAY ST,33,Reconstruction,80.42399317,Concrete,502,257.9700012,17,1305,4.625,42,,8,0,0,0,1,0,0,7,14,10,0,1,1,0,
JUNIPER PL,18,Reconstruction,80.46487654,Concrete,385,203.1900024,26,1306,4.75,30,,10,0,0,0,2,0,0,4,6,7,1,0,0,0,
FAIRWAY ST,12,Defer Maintenance,56.80032678,Concrete,735,387.9200134,67,1307,4.75,46,,29,2,0,0,3,0,0,7,4,1,0,0,0,0,
HURON ST,6,Reconstruction,75.7015089,Concrete,260,148.0599976,50,1308,5.125,8,,1,0,0,0,1,0,0,2,1,3,0,0,0,0,
BIRCHWOOD AVE,17,Reconstruction,64.41728747,Concrete,718,418.8299866,44,1309,5.25,74,,47,3,0,0,7,0,0,1,12,4,0,0,0,0,
S GLADSTONE ST,55,Reconstruction,77.60282233,Concrete,667,389.0799866,7,1310,5.25,109,,14,13,0,0,17,10,0,2,20,26,0,3,4,0,
S EDISON AVE,3,Defer Maintenance,48.70258843,Concrete,704,410.6700134,96,1311,5.25,4,,1,0,0,0,0,0,0,3,0,0,0,0,0,0,
S ALBERT AVE,0,Defer Maintenance,53.3542471,Concrete,458,279.8900147,100,1312,5.5,0,,,,,,,,,,,,,,,,
S GLADSTONE ST,0,Defer Maintenance,56.82915058,Concrete,314,178.8099976,100,1313,5.125,0,,,,,,,,,,,,,,,,
S EDISON AVE,47,Reconstruction,77.19003773,Concrete,628,340.1700134,12,1314,4.875,97,,23,5,0,1,15,6,0,8,13,19,1,1,5,0,
S ALBERT AVE,0,Defer Maintenance,49.2519305,Concrete,628,392.5,100,1315,5.625,0,,,,,,,,,,,,,,,,
GREENVIEW AVE,18,Reconstruction,87.94862288,Concrete,248,134.3300018,14,1316,4.875,33,,9,2,0,0,3,1,0,5,9,4,0,0,0,0,
BIRCHWOOD AVE,47,Reconstruction,76.22436128,Concrete,671,335.5,12,1317,4.5,95,,23,7,0,4,7,7,0,6,19,19,0,1,2,0,
S GLADSTONE ST,38,Reconstruction,77.75520798,Concrete,544,317.3299866,17,1318,5.25,88,,24,6,0,10,5,5,0,6,18,8,2,1,3,0,
BARBERRY LN,21,Reconstruction,70.3002125,Concrete,584,316.3299866,39,1319,4.875,50,,26,1,0,0,2,0,0,5,11,4,0,0,1,0,
FAIRWAY ST,24,Reconstruction,76.74056388,Concrete,465,264.7900085,28,1320,5.125,60,,16,2,0,9,6,3,0,3,8,5,1,0,7,0,
GREENVIEW AVE,45,Reconstruction,79.53176818,Concrete,543,309.2099915,13,1321,5.125,79,,15,4,0,9,2,3,1,17,17,9,0,0,2,0,
S EDISON AVE,60,Reconstruction,74.8044455,Concrete,703,380.7900085,12,1322,4.875,113,,29,9,0,2,7,6,0,19,26,11,2,2,0,0,
S GLADSTONE ST,48,Reconstruction,80.51589868,Concrete,520,310.5599976,12,1323,5.375,77,,17,5,0,2,1,4,0,11,15,11,2,2,6,1,
MEADOW LN,26,Reconstruction,72.77578946,Concrete,623,346.1099853,25,1324,5,94,,35,8,0,7,14,4,0,5,12,9,0,0,0,0,
GREENVIEW AVE,19,Reconstruction,89.20912636,Concrete,249,124.5,10,1325,4.5,37,,7,4,0,3,1,3,0,5,7,7,0,0,0,0,
BIRCHWOOD AVE,35,Reconstruction,85.25755424,Concrete,371,195.8099976,10,1326,4.75,65,,12,6,0,5,1,6,0,4,18,6,1,2,4,0,
SILVER LN,41,Reconstruction,75.90760336,Concrete,585,333.1199951,19,1327,5.125,92,,28,5,0,5,9,4,0,13,18,6,1,1,1,1,
BARBERRY LN,33,Reconstruction,58.98654727,Concrete,850,401.3900147,52,1328,4.25,57,,19,0,0,2,3,0,0,21,5,3,3,0,1,0,
FAIRWAY ST,12,Reconstruction,88.69314258,Concrete,149,95.19000244,18,1329,5.75,39,,13,2,0,7,5,0,0,4,3,2,2,1,0,0,
BIRCHWOOD AVE,45,Reconstruction,67.66180718,Concrete,767,383.5,31,1330,4.5,80,,26,2,0,2,2,3,0,20,18,3,0,2,2,0,
S EDISON AVE,33,Reconstruction,76.23856044,Concrete,499,304.9400024,26,1331,5.5,71,,24,3,0,0,9,2,0,17,8,4,1,0,3,0,
S SHERIDAN ST,9,Reconstruction,65.97446583,Concrete,399,205.0399933,32,1332,4.625,66,,18,2,0,7,28,2,0,2,5,2,0,0,0,0,
HURON ST,17,Reconstruction,83.30001556,Concrete,297,169.1199951,23,1333,5.125,40,,7,5,0,6,2,3,0,3,5,5,0,3,1,0,
S CHICAGO ST,40,Reconstruction,76.03776636,Concrete,606,353.5,15,1334,5.25,114,,25,16,0,13,6,14,0,7,9,14,1,2,7,0,
HURON ST,16,Reconstruction,84.08854293,Concrete,300,179.1699982,22,1335,5.375,26,,4,1,0,3,1,1,0,4,3,7,0,0,2,0,
S ILLINOIS ST,19,Reconstruction,85.66615689,Concrete,338,206.5599976,13,1336,5.5,46,,9,5,0,0,6,5,2,4,2,12,0,0,1,0,
S SHERIDAN ST,44,Reconstruction,70.60752458,Concrete,559,341.6099853,6,1337,5.5,88,,17,8,0,0,11,8,0,4,6,30,0,2,2,0,
FORD ST,15,Reconstruction,87.12248232,Concrete,155,94.72000122,8,1338,5.5,29,,6,3,0,2,0,3,0,4,4,5,0,2,0,0,
S WELLINGTON ST,5,Defer Maintenance,56.45177878,Concrete,482,301.25,89,1339,5.625,7,,2,0,0,0,0,0,0,2,1,0,2,0,0,0,
HURON ST,26,Reconstruction,89.15078582,Concrete,284,177.5,8,1340,5.625,35,,5,0,0,3,1,0,0,8,10,8,0,0,0,0,
HURON ST,3,Defer Maintenance,64.60027183,Concrete,282,180.1699982,80,1341,5.75,4,,0,0,0,1,0,0,0,1,2,0,0,0,0,0,
